INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,DISTRICT,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,STREET
I182021984,2629,Harassment,B2,24-03-2018 11:53,2018,3,Saturday,DEGAUTIER WAY
I182021983,3006,Medical Assistance,B3,24-03-2018 11:00,2018,3,Saturday,WOLLASTON TER
I182021982,3006,Medical Assistance,D14,24-03-2018 11:53,2018,3,Saturday,COMMONWEALTH AVE
I182021981,3006,Medical Assistance,B3,24-03-2018 11:09,2018,3,Saturday,WELLINGTON HILL ST
I182021980,3207,Property Found,E18,24-03-2018 12:24,2018,3,Saturday,TRUMAN PKWY
I182021979,617,Larceny,D4,24-03-2018 12:21,2018,3,Saturday,GAINSBOROUGH ST
I182021978,2629,Harassment,D14,19-03-2018 10:40,2018,3,Monday,UNDINE RD
I182021978,2647,Other,D14,19-03-2018 10:40,2018,3,Monday,UNDINE RD
I182021977,3115,Investigate Person,D4,24-03-2018 11:23,2018,3,Saturday,WORCESTER ST
I182021976,802,Simple Assault,E13,24-03-2018 11:36,2018,3,Saturday,WASHINGTON ST
I182021976,3125,Warrant Arrests,E13,24-03-2018 11:36,2018,3,Saturday,WASHINGTON ST
I182021975,802,Simple Assault,C11,24-03-2018 11:32,2018,3,Saturday,HOMES AVE
I182021974,1402,Vandalism,C11,24-03-2018 11:35,2018,3,Saturday,DORCHESTER AVE
I182021974,3301,Verbal Disputes,C11,24-03-2018 11:35,2018,3,Saturday,DORCHESTER AVE
I182021973,3410,Towed,B3,24-03-2018 10:49,2018,3,Saturday,ELLINGTON ST
I182021972,3831,Motor Vehicle Accident Response,D4,23-03-2018 19:00,2018,3,Friday,SHAWMUT AVE
I182021971,613,Larceny,D4,24-03-2018 10:10,2018,3,Saturday,NEWBURY ST
I182021969,3802,Motor Vehicle Accident Response,A1,24-03-2018 07:30,2018,3,Saturday,CAMBRIDGE ST
I182021968,520,Residential Burglary,B3,24-03-2018 10:34,2018,3,Saturday,BLUE HILL AVE
I182021967,613,Larceny,B2,24-03-2018 10:31,2018,3,Saturday,MELNEA CASS BLVD
I182021966,3006,Medical Assistance,A1,24-03-2018 09:58,2018,3,Saturday,WASHINGTON ST
I182021965,619,Larceny,E18,24-03-2018 11:03,2018,3,Saturday,DANA AVE
I182021963,614,Larceny From Motor Vehicle,E13,23-03-2018 16:30,2018,3,Friday,MORAINE ST
I182021962,3831,Motor Vehicle Accident Response,B3,24-03-2018 10:58,2018,3,Saturday,MORA ST
I182021961,616,Larceny,A1,18-03-2018 16:40,2018,3,Sunday,FANEUIL HALL SQ
I182021960,3109,Police Service Incidents,,24-03-2018 07:27,2018,3,Saturday,
I182021959,560,Other Burglary,B3,23-03-2018 17:00,2018,3,Friday,BLUE HILL AVE
I182021956,520,Residential Burglary,E13,24-03-2018 09:44,2018,3,Saturday,ROCKVIEW ST
I182021954,3410,Towed,D4,24-03-2018 10:04,2018,3,Saturday,BELVIDERE ST
I182021953,3114,Investigate Property,A15,24-03-2018 10:03,2018,3,Saturday,AUSTIN ST
I182021952,3807,Motor Vehicle Accident Response,B3,24-03-2018 09:12,2018,3,Saturday,FLOYD ST
I182021950,615,Larceny From Motor Vehicle,E13,23-03-2018 20:15,2018,3,Friday,PERSHING RD
I182021949,3006,Medical Assistance,B2,24-03-2018 09:09,2018,3,Saturday,DUDLEY ST
I182021948,3006,Medical Assistance,E5,24-03-2018 08:55,2018,3,Saturday,FLORENCE ST
I182021947,1402,Vandalism,B3,24-03-2018 09:01,2018,3,Saturday,BERNARD ST
I182021946,3410,Towed,A15,24-03-2018 07:36,2018,3,Saturday,MAIN ST
I182021945,3410,Towed,D4,24-03-2018 08:43,2018,3,Saturday,SHAWMUT AVE
I182021944,2647,Other,B3,24-03-2018 00:00,2018,3,Saturday,SUTTON ST
I182021943,1402,Vandalism,C6,16-03-2018 19:00,2018,3,Friday,COLUMBIA RD
I182021941,3201,Property Lost,A1,23-03-2018 12:00,2018,3,Friday,NEW SUDBURY ST
I182021940,619,Larceny,E5,21-03-2018 12:00,2018,3,Wednesday,BELGRADE AVE
I182021938,3006,Medical Assistance,B3,24-03-2018 06:13,2018,3,Saturday,LORNA RD
I182021933,3802,Motor Vehicle Accident Response,D4,24-03-2018 05:14,2018,3,Saturday,QUEENSBERRY ST
I182021932,3018,Medical Assistance,D4,24-03-2018 05:29,2018,3,Saturday,CLARENDON ST
I182021931,802,Simple Assault,B2,24-03-2018 04:57,2018,3,Saturday,WARREN ST
I182021930,2610,Other,D4,24-03-2018 03:52,2018,3,Saturday,CLARENDON ST
I182021928,3802,Motor Vehicle Accident Response,A7,24-03-2018 03:55,2018,3,Saturday,PARIS ST
I182021927,301,Robbery,B3,24-03-2018 01:00,2018,3,Saturday,EDSON ST
I182021925,3410,Towed,A1,24-03-2018 03:12,2018,3,Saturday,HANOVER AVE
I182021924,614,Larceny From Motor Vehicle,A1,24-03-2018 01:25,2018,3,Saturday,CONGRESS ST
I182021923,3114,Investigate Property,D14,24-03-2018 03:45,2018,3,Saturday,ELEANOR ST
I182021922,1304,Recovered Stolen Property,B3,23-03-2018 23:00,2018,3,Friday,HELEN ST
I182021922,3125,Warrant Arrests,B3,23-03-2018 23:00,2018,3,Friday,HELEN ST
I182021922,724,Auto Theft,B3,23-03-2018 23:00,2018,3,Friday,HELEN ST
I182021920,1842,Drug Violation,B2,24-03-2018 00:15,2018,3,Saturday,READING ST
I182021919,614,Larceny From Motor Vehicle,C6,24-03-2018 03:21,2018,3,Saturday,E EIGHTH ST
I182021918,802,Simple Assault,D14,24-03-2018 03:15,2018,3,Saturday,SOLDIERS FIELD RD
I182021918,2401,Disorderly Conduct,D14,24-03-2018 03:15,2018,3,Saturday,SOLDIERS FIELD RD
I182021916,423,Aggravated Assault,A1,24-03-2018 02:39,2018,3,Saturday,TREMONT ST
I182021915,3802,Motor Vehicle Accident Response,D4,24-03-2018 02:36,2018,3,Saturday,
I182021914,3503,Missing Person Located,D4,24-03-2018 01:49,2018,3,Saturday,HEMENWAY ST
I182021913,2907,Violations,C11,24-03-2018 02:42,2018,3,Saturday,WASHINGTON ST
I182021912,3111,License Violation,A1,24-03-2018 02:54,2018,3,Saturday,FRIEND ST
I182021911,3111,License Violation,C6,24-03-2018 02:48,2018,3,Saturday,NORTHERN AVE
I182021910,3114,Investigate Property,C11,24-03-2018 02:01,2018,3,Saturday,WASHINGTON ST
I182021909,802,Simple Assault,A1,24-03-2018 02:07,2018,3,Saturday,CHATHAM ST
I182021908,1402,Vandalism,A7,24-03-2018 02:14,2018,3,Saturday,ORLEANS ST
I182021907,301,Robbery,C11,24-03-2018 02:09,2018,3,Saturday,JULIETTE ST
I182021906,2907,Violations,B2,24-03-2018 01:28,2018,3,Saturday,WASHINGTON ST
I182021906,3125,Warrant Arrests,B2,24-03-2018 01:28,2018,3,Saturday,WASHINGTON ST
I182021905,619,Larceny,D4,24-03-2018 01:50,2018,3,Saturday,TREMONT ST
I182021903,423,Aggravated Assault,A1,24-03-2018 01:03,2018,3,Saturday,FANEUIL HALL SQ
I182021903,802,Simple Assault,A1,24-03-2018 01:03,2018,3,Saturday,FANEUIL HALL SQ
I182021901,2905,Violations,E13,24-03-2018 01:10,2018,3,Saturday,GLEN RD
I182021900,2610,Other,A1,24-03-2018 00:41,2018,3,Saturday,COMMERCIAL WHRF E
I182021898,2101,Operating Under the Influence,B2,24-03-2018 01:13,2018,3,Saturday,TREMONT ST
I182021898,3802,Motor Vehicle Accident Response,B2,24-03-2018 01:13,2018,3,Saturday,TREMONT ST
I182021897,3114,Investigate Property,B2,24-03-2018 00:11,2018,3,Saturday,SEAVER ST
I182021895,361,Robbery,E18,24-03-2018 00:47,2018,3,Saturday,NEWACRE RD
I182021894,2647,Other,D4,24-03-2018 00:11,2018,3,Saturday,MASSACHUSETTS AVE
I182021893,423,Aggravated Assault,E13,24-03-2018 00:58,2018,3,Saturday,WALNUT PARK
I182021892,3111,License Violation,A1,24-03-2018 01:29,2018,3,Saturday,BOYLSTON ST
I182021891,3301,Verbal Disputes,B3,24-03-2018 00:05,2018,3,Saturday,RICH ST
I182021890,3201,Property Lost,A1,23-03-2018 19:20,2018,3,Friday,LEGENDS WAY
I182021889,3115,Investigate Person,A7,24-03-2018 00:22,2018,3,Saturday,MAVERICK SQ
I182021888,3801,Motor Vehicle Accident Response,B2,24-03-2018 00:35,2018,3,Saturday,WARREN ST
I182021887,423,Aggravated Assault,A1,24-03-2018 00:34,2018,3,Saturday,ANTHONY RIP VALENTI WAY
I182021886,619,Larceny,A1,24-03-2018 00:47,2018,3,Saturday,SUMMER ST
I182021885,2629,Harassment,E18,23-03-2018 23:40,2018,3,Friday,HYDE PARK AVE
I182021884,2204,Liquor Violation,B2,24-03-2018 00:10,2018,3,Saturday,TREMONT ST
I182021884,3111,License Violation,B2,24-03-2018 00:10,2018,3,Saturday,TREMONT ST
I182021882,802,Simple Assault,A1,24-03-2018 00:05,2018,3,Saturday,PARK ST
I182021880,3114,Investigate Property,C11,23-03-2018 23:47,2018,3,Friday,BOUTWELL ST
I182021879,3831,Motor Vehicle Accident Response,B3,23-03-2018 23:18,2018,3,Friday,BLUE HILL AVE
I182021878,3502,Missing Person Located,B2,23-03-2018 06:45,2018,3,Friday,RITCHIE ST
I182021878,3501,Missing Person Reported,B2,23-03-2018 06:45,2018,3,Friday,RITCHIE ST
I182021877,3114,Investigate Property,B3,23-03-2018 22:53,2018,3,Friday,GLENWAY ST
I182021876,3831,Motor Vehicle Accident Response,B2,23-03-2018 23:03,2018,3,Friday,HUNTINGTON AVE
I182021874,3410,Towed,E18,23-03-2018 23:03,2018,3,Friday,RIVER ST
I182021873,3111,License Violation,C6,23-03-2018 23:09,2018,3,Friday,DISTRICT AVE
I182021872,3501,Missing Person Reported,B3,23-03-2018 18:37,2018,3,Friday,CORBET ST
I182021872,3502,Missing Person Located,B3,23-03-2018 18:37,2018,3,Friday,CORBET ST
I182021871,3831,Motor Vehicle Accident Response,B3,23-03-2018 22:05,2018,3,Friday,BLUE HILL AVE
I182021870,3111,License Violation,C6,23-03-2018 22:32,2018,3,Friday,MELCHER ST
I182021869,619,Larceny,B2,23-03-2018 22:05,2018,3,Friday,COLEUS PARK
I182021868,3410,Towed,D14,23-03-2018 22:00,2018,3,Friday,FOSTER ST
I182021867,3114,Investigate Property,D4,23-03-2018 22:07,2018,3,Friday,MARLBOROUGH ST
I182021866,617,Larceny,C11,23-03-2018 21:03,2018,3,Friday,QUINCY ST
I182021865,1830,Drug Violation,A7,23-03-2018 16:15,2018,3,Friday,MERIDIAN ST
I182021864,1841,Drug Violation,B2,23-03-2018 22:07,2018,3,Friday,WASHINGTON ST
I182021863,724,Auto Theft,C6,23-03-2018 22:06,2018,3,Friday,W BROADWAY
I182021862,619,Larceny,E18,23-03-2018 21:54,2018,3,Friday,DEFOREST ST
I182021859,3006,Medical Assistance,D4,23-03-2018 21:38,2018,3,Friday,LANSDOWNE ST
I182021858,724,Auto Theft,D4,23-03-2018 08:30,2018,3,Friday,REED ST
I182021856,311,Robbery,D4,23-03-2018 20:49,2018,3,Friday,WASHINGTON ST
I182021855,3114,Investigate Property,B3,23-03-2018 19:03,2018,3,Friday,LESTON ST
I182021854,3115,Investigate Person,A1,23-03-2018 18:00,2018,3,Friday,ATLANTIC AVE
I182021853,3301,Verbal Disputes,C11,23-03-2018 20:03,2018,3,Friday,FIFIELD ST
I182021852,616,Larceny,D4,23-03-2018 08:00,2018,3,Friday,PARK DR
I182021851,3125,Warrant Arrests,B2,23-03-2018 20:48,2018,3,Friday,BLUE HILL AVE
I182021851,1501,Firearm Violations,B2,23-03-2018 20:48,2018,3,Friday,BLUE HILL AVE
I182021849,3115,Investigate Person,E18,23-03-2018 18:45,2018,3,Friday,HYDE PARK AVE
I182021847,617,Larceny,B3,23-03-2018 20:35,2018,3,Friday,HEBRON ST
I182021846,2660,Other,E13,23-03-2018 19:54,2018,3,Friday,PARKER ST
I182021845,3810,Motor Vehicle Accident Response,D4,23-03-2018 19:20,2018,3,Friday,COMMONWEALTH AVE
I182021844,1102,Fraud,A1,23-03-2018 19:00,2018,3,Friday,LEGENDS WAY
I182021843,3301,Verbal Disputes,E18,23-03-2018 19:45,2018,3,Friday,OAK ST
I182021842,617,Larceny,B3,6/3/2018 12:38,2018,3,Tuesday,MILLET ST
I182021841,3114,Investigate Property,B2,23-03-2018 19:32,2018,3,Friday,ACADEMY CT
I182021840,3803,Motor Vehicle Accident Response,A1,23-03-2018 18:13,2018,3,Friday,CONGRESS ST
I182021839,3501,Missing Person Reported,E18,24-03-2018 15:30,2018,3,Saturday,HOLLINGSWORTH ST
I182021839,3502,Missing Person Located,E18,24-03-2018 15:30,2018,3,Saturday,HOLLINGSWORTH ST
I182021838,423,Aggravated Assault,B2,23-03-2018 18:20,2018,3,Friday,COPELAND ST
I182021837,1102,Fraud,A1,10/4/2018 16:00,2018,4,Tuesday,TREMONT ST
I182021836,619,Larceny,E18,23-03-2018 16:15,2018,3,Friday,TRUMAN PKWY
I182021836,3115,Investigate Person,E18,23-03-2018 16:15,2018,3,Friday,TRUMAN PKWY
I182021835,2647,Other,E13,23-03-2018 19:05,2018,3,Friday,CENTRE ST
I182021834,619,Larceny,C11,23-03-2018 17:35,2018,3,Friday,SALCOMBE ST
I182021833,617,Larceny,D4,20-03-2018 06:30,2018,3,Tuesday,MASSACHUSETTS AVE
I182021832,3115,Investigate Person,D4,23-03-2018 18:25,2018,3,Friday,W NEWTON ST
I182021831,3831,Motor Vehicle Accident Response,,23-03-2018 19:22,2018,3,Friday,
I182021830,617,Larceny,E13,21-03-2018 12:00,2018,3,Wednesday,SOUTH ST
I182021829,614,Larceny From Motor Vehicle,A1,23-03-2018 17:22,2018,3,Friday,SOUTH ST
I182021827,3802,Motor Vehicle Accident Response,D4,23-03-2018 18:50,2018,3,Friday,TREMONT ST
I182021826,2647,Other,C11,23-03-2018 18:00,2018,3,Friday,WASHINGTON ST
I182021825,1102,Fraud,A1,23-03-2018 15:00,2018,3,Friday,SUMMER ST
I182021824,3831,Motor Vehicle Accident Response,E18,23-03-2018 09:30,2018,3,Friday,JEWETT ST
I182021823,301,Robbery,B3,23-03-2018 17:16,2018,3,Friday,MERRILL ST
I182021822,3208,Property Lost,B3,23-03-2018 18:05,2018,3,Friday,ARMANDINE ST
I182021821,3201,Property Lost,D14,23-03-2018 09:30,2018,3,Friday,COMMONWEALTH AVE
I182021819,2647,Other,E13,23-03-2018 18:38,2018,3,Friday,WALNUT PARK
I182021817,3831,Motor Vehicle Accident Response,C11,23-03-2018 17:24,2018,3,Friday,WASHINGTON ST
I182021816,3801,Motor Vehicle Accident Response,A1,23-03-2018 18:25,2018,3,Friday,CONGRESS ST
I182021815,3006,Medical Assistance,A1,23-03-2018 17:30,2018,3,Friday,MILK ST
I182021815,1402,Vandalism,A1,23-03-2018 17:30,2018,3,Friday,MILK ST
I182021814,617,Larceny,D4,23-03-2018 17:58,2018,3,Friday,MARLBOROUGH ST
I182021812,3831,Motor Vehicle Accident Response,E18,23-03-2018 16:25,2018,3,Friday,HYDE PARK AVE
I182021811,3831,Motor Vehicle Accident Response,B2,23-03-2018 18:01,2018,3,Friday,TREMONT ST
I182021810,3831,Motor Vehicle Accident Response,E5,22-03-2018 22:00,2018,3,Thursday,BROOKWAY RD
I182021809,802,Simple Assault,E5,23-03-2018 17:20,2018,3,Friday,GLENCLIFF RD
I182021806,3006,Medical Assistance,E13,23-03-2018 16:11,2018,3,Friday,CENTRE ST
I182021805,3201,Property Lost,C6,23-03-2018 12:30,2018,3,Friday,SUMMER ST
I182021804,413,Aggravated Assault,A15,23-03-2018 14:15,2018,3,Friday,MEDFORD ST
I182021803,802,Simple Assault,D4,23-03-2018 16:59,2018,3,Friday,SAINT MARY'S ST
I182021801,3301,Verbal Disputes,B3,23-03-2018 16:36,2018,3,Friday,WILBERT RD
I182021800,3803,Motor Vehicle Accident Response,E18,23-03-2018 17:03,2018,3,Friday,CANTERBURY ST
I182021799,1841,Drug Violation,B2,23-03-2018 16:16,2018,3,Friday,MELNEA CASS BLVD
I182021799,1842,Drug Violation,B2,23-03-2018 16:16,2018,3,Friday,MELNEA CASS BLVD
I182021798,3831,Motor Vehicle Accident Response,B2,23-03-2018 16:40,2018,3,Friday,GUILD ST
I182021797,1106,Confidence Games,D14,21-03-2018 17:00,2018,3,Wednesday,COMMONWEALTH AVE
I182021797,3201,Property Lost,D14,21-03-2018 17:00,2018,3,Wednesday,COMMONWEALTH AVE
I182021796,2647,Other,C11,23-03-2018 16:40,2018,3,Friday,SHEPTON ST
I182021795,522,Residential Burglary,B3,20-03-2018 16:45,2018,3,Tuesday,BALLOU AVE
I182021794,619,Larceny,C6,23-03-2018 03:00,2018,3,Friday,SAINT MARGARET ST
I182021793,617,Larceny,C6,23-03-2018 17:08,2018,3,Friday,OCEAN VIEW DR
I182021792,3501,Missing Person Reported,A7,25-02-2018 20:15,2018,2,Sunday,SARATOGA ST
I182021791,2900,Other,E18,23-03-2018 16:00,2018,3,Friday,RIVER ST
I182021791,3802,Motor Vehicle Accident Response,E18,23-03-2018 16:00,2018,3,Friday,RIVER ST
I182021790,301,Robbery,B2,23-03-2018 16:34,2018,3,Friday,NORMANDY ST
I182021789,619,Larceny,C6,23-03-2018 11:34,2018,3,Friday,SAINT MARGARET ST
I182021788,615,Larceny From Motor Vehicle,B3,23-03-2018 17:00,2018,3,Friday,ATHELWOLD ST
I182021786,617,Larceny,D4,23-03-2018 16:57,2018,3,Friday,ALBANY ST
I182021785,3114,Investigate Property,A1,23-03-2018 16:55,2018,3,Friday,LEGENDS WAY
I182021784,2629,Harassment,A1,23-03-2018 11:03,2018,3,Friday,HARRISON AVE
I182021783,1402,Vandalism,E18,23-03-2018 16:24,2018,3,Friday,CLARE AVE
I182021782,1102,Fraud,B2,23-03-2018 16:45,2018,3,Friday,BURRELL ST
I182021781,614,Larceny From Motor Vehicle,E13,22-03-2018 18:00,2018,3,Thursday,BYNNER ST
I182021780,1001,Counterfeiting,E5,10/3/2018 9:00,2018,3,Saturday,CONGREVE ST
I182021779,3201,Property Lost,,23-03-2018 16:26,2018,3,Friday,
I182021778,3201,Property Lost,C6,22-03-2018 17:00,2018,3,Thursday,
I182021777,3115,Investigate Person,E18,23-03-2018 14:50,2018,3,Friday,HYDE PARK AVE
I182021776,1841,Drug Violation,E5,23-03-2018 16:09,2018,3,Friday,CENTRE ST
I182021775,619,Larceny,B2,28-12-2017 13:51,2017,12,Thursday,COLUMBIA RD
I182021774,3114,Investigate Property,A1,23-03-2018 16:08,2018,3,Friday,BOYLSTON ST
I182021773,3115,Investigate Person,A1,23-03-2018 15:26,2018,3,Friday,BEACH ST
I182021772,3831,Motor Vehicle Accident Response,E18,23-03-2018 14:40,2018,3,Friday,METROPOLITAN AVE
I182021771,3115,Investigate Person,D4,23-03-2018 15:15,2018,3,Friday,E SPRINGFIELD ST
I182021769,3803,Motor Vehicle Accident Response,E13,23-03-2018 15:05,2018,3,Friday,COLUMBUS AVE
I182021768,3001,Medical Assistance,B2,23-03-2018 15:32,2018,3,Friday,WALNUT AVE
I182021767,3114,Investigate Property,E18,23-03-2018 15:33,2018,3,Friday,WINSLOW ST
I182021765,3112,Landlord/Tenant Disputes,B3,23-03-2018 09:00,2018,3,Friday,WOODROW AVE
I182021764,1106,Confidence Games,B2,22-03-2018 15:00,2018,3,Thursday,FRANCIS ST
I182021763,520,Residential Burglary,B2,23-03-2018 14:40,2018,3,Friday,RUTHVEN ST
I182021762,1107,Fraud,B3,1/2/2016 0:00,2016,2,Monday,VESTA RD
I182021761,3006,Medical Assistance,C11,23-03-2018 13:43,2018,3,Friday,DAKOTA ST
I182021760,3006,Medical Assistance,B3,23-03-2018 14:14,2018,3,Friday,SCHOOL ST
I182021760,2647,Other,B3,23-03-2018 14:14,2018,3,Friday,SCHOOL ST
I182021759,3116,Harbor Related Incidents,,23-03-2018 14:34,2018,3,Friday,LNG
I182021758,1402,Vandalism,B3,23-03-2018 13:23,2018,3,Friday,ASPINWALL RD
I182021757,3803,Motor Vehicle Accident Response,C11,23-03-2018 13:56,2018,3,Friday,CROFTLAND AVE
I182021756,615,Larceny From Motor Vehicle,A7,23-03-2018 00:30,2018,3,Friday,MERIDIAN ST
I182021755,560,Other Burglary,C11,21-03-2018 00:01,2018,3,Wednesday,OLNEY ST
I182021755,1402,Vandalism,C11,21-03-2018 00:01,2018,3,Wednesday,OLNEY ST
I182021754,1109,Fraud,B2,15-12-2017 14:30,2017,12,Friday,HUNTINGTON AVE
I182021753,613,Larceny,B2,23-03-2018 14:09,2018,3,Friday,WARREN ST
I182021752,2007,Restraining Order Violations,C11,23-03-2018 14:25,2018,3,Friday,LEROY ST
I182021751,3115,Investigate Person,A1,22-03-2018 00:00,2018,3,Thursday,ENDICOTT ST
I182021750,3201,Property Lost,B3,10/2/2018 11:30,2018,2,Saturday,RIVER ST
I182021749,2647,Other,D4,23-03-2018 01:10,2018,3,Friday,NEWBURY ST
I182021749,3115,Investigate Person,D4,23-03-2018 01:10,2018,3,Friday,NEWBURY ST
I182021748,2610,Other,E18,23-03-2018 13:26,2018,3,Friday,EASTON AVE
I182021747,619,Larceny,B2,20-12-2017 20:50,2017,12,Wednesday,HARTWELL ST
I182021746,3006,Medical Assistance,B2,23-03-2018 12:45,2018,3,Friday,SEAVER ST
I182021744,3831,Motor Vehicle Accident Response,C6,23-03-2018 13:26,2018,3,Friday,CONGRESS ST
I182021743,3501,Missing Person Reported,D4,23-03-2018 10:30,2018,3,Friday,PETERBOROUGH ST
I182021743,3502,Missing Person Located,D4,23-03-2018 10:30,2018,3,Friday,PETERBOROUGH ST
I182021742,617,Larceny,D14,23-03-2018 09:45,2018,3,Friday,CAMBRIDGE ST
I182021741,3831,Motor Vehicle Accident Response,E13,23-03-2018 13:51,2018,3,Friday,HUNTINGTON AVE
I182021740,3802,Motor Vehicle Accident Response,A1,23-03-2018 13:10,2018,3,Friday,CAUSEWAY ST
I182021739,3006,Medical Assistance,E13,23-03-2018 00:00,2018,3,Friday,WASHINGTON ST
I182021738,2647,Other,B3,21-03-2018 21:00,2018,3,Wednesday,YORK ST
I182021737,802,Simple Assault,C11,23-03-2018 12:53,2018,3,Friday,ADAMS ST
I182021735,3018,Medical Assistance,B2,23-03-2018 13:09,2018,3,Friday,SEAVER ST
I182021734,617,Larceny,A7,13-01-2018 08:00,2018,1,Saturday,S BREMEN ST
I182021733,619,Larceny,A1,19-03-2018 14:00,2018,3,Monday,WASHINGTON ST
I182021732,614,Larceny From Motor Vehicle,B2,23-03-2018 08:30,2018,3,Friday,WARREN ST
I182021731,614,Larceny From Motor Vehicle,D4,22-03-2018 19:00,2018,3,Thursday,NORTHAMPTON ST
I182021730,1402,Vandalism,C6,23-02-2018 11:51,2018,2,Friday,E ST
I182021728,2647,Other,E5,23-03-2018 11:00,2018,3,Friday,HIGH VIEW AVE
I182021726,1102,Fraud,A1,19-03-2018 12:40,2018,3,Monday,KNEELAND ST
I182021724,1107,Fraud,C11,14-03-2018 18:00,2018,3,Wednesday,LINDSEY ST
I182021723,3802,Motor Vehicle Accident Response,B3,23-03-2018 11:08,2018,3,Friday,MILLET ST
I182021722,3125,Warrant Arrests,B3,23-03-2018 12:14,2018,3,Friday,BLUE HILL AVE
I182021721,3114,Investigate Property,A1,23-03-2018 11:46,2018,3,Friday,STATE ST
I182021719,3831,Motor Vehicle Accident Response,C6,20-03-2018 19:00,2018,3,Tuesday,E FOURTH ST
I182021718,2647,Other,C6,23-03-2018 11:05,2018,3,Friday,DRY DOCK AVE
I182021717,2646,Liquor Violation,B3,23-03-2018 10:49,2018,3,Friday,BLUE HILL AVE
I182021716,3109,Police Service Incidents,C11,23-03-2018 11:41,2018,3,Friday,EVERTON ST
I182021713,3301,Verbal Disputes,B2,23-03-2018 11:07,2018,3,Friday,MONADNOCK ST
I182021713,3112,Landlord/Tenant Disputes,B2,23-03-2018 11:07,2018,3,Friday,MONADNOCK ST
I182021711,2647,Other,A7,23-03-2018 11:58,2018,3,Friday,MERIDIAN ST
I182021710,3006,Medical Assistance,B3,23-03-2018 10:54,2018,3,Friday,MORTON ST
I182021709,3006,Medical Assistance,E5,23-03-2018 10:57,2018,3,Friday,WASHINGTON ST
I182021708,522,Residential Burglary,B2,23-03-2018 11:22,2018,3,Friday,WALNUT AVE
I182021707,613,Larceny,A1,23-03-2018 10:47,2018,3,Friday,WASHINGTON ST
I182021706,3006,Medical Assistance,E5,23-03-2018 10:50,2018,3,Friday,CROWN POINT DR
I182021705,3802,Motor Vehicle Accident Response,D4,23-03-2018 10:57,2018,3,Friday,COMMONWEALTH AVE
I182021703,3130,Search Warrants,B3,23-03-2018 10:00,2018,3,Friday,GREENWOOD ST
I182021702,3410,Towed,C6,23-03-2018 11:23,2018,3,Friday,W FIFTH ST
I182021701,3130,Search Warrants,B3,23-03-2018 08:49,2018,3,Friday,GREENWOOD ST
I182021700,3831,Motor Vehicle Accident Response,C6,23-03-2018 10:39,2018,3,Friday,SOUTHAMPTON ST
I182021699,802,Simple Assault,C11,23-03-2018 10:41,2018,3,Friday,WASHINGTON ST
I182021698,3205,License Plate Related Incidents,B2,23-03-2018 11:15,2018,3,Friday,SEAVER ST
I182021697,413,Aggravated Assault,A1,10/3/2018 1:45,2018,3,Saturday,LAGRANGE ST
I182021696,735,Auto Theft Recovery,A15,21-03-2018 10:00,2018,3,Wednesday,AUSTIN ST
I182021695,2900,Other,E5,23-03-2018 10:42,2018,3,Friday,DURNELL AVE
I182021694,3006,Medical Assistance,E18,23-03-2018 09:19,2018,3,Friday,HYDE PARK AVE
I182021693,617,Larceny,D14,23-03-2018 09:59,2018,3,Friday,CAROL AVE
I182021692,802,Simple Assault,A1,23-03-2018 10:15,2018,3,Friday,SCHOOL ST
I182021692,613,Larceny,A1,23-03-2018 10:15,2018,3,Friday,SCHOOL ST
I182021691,617,Larceny,B3,23-03-2018 10:27,2018,3,Friday,WOOLSON ST
I182021689,3125,Warrant Arrests,B2,23-03-2018 10:34,2018,3,Friday,RUTHVEN ST
I182021688,560,Other Burglary,D4,23-03-2018 09:29,2018,3,Friday,BOYLSTON ST
I182021687,802,Simple Assault,D4,23-03-2018 10:28,2018,3,Friday,WARREN AVE
I182021686,3006,Medical Assistance,B2,23-03-2018 10:04,2018,3,Friday,HUNTINGTON AVE
I182021685,3801,Motor Vehicle Accident Response,D14,23-03-2018 10:08,2018,3,Friday,WASHINGTON ST
I182021684,2646,Liquor Violation,B3,23-03-2018 09:42,2018,3,Friday,BLUE HILL AVE
I182021683,3803,Motor Vehicle Accident Response,E18,23-03-2018 09:33,2018,3,Friday,HYDE PARK AVE
I182021680,3108,Fire Related Reports,B2,23-03-2018 09:54,2018,3,Friday,BLUE HILL AVE
I182021678,1102,Fraud,D4,23-03-2018 10:25,2018,3,Friday,PETERBOROUGH ST
I182021677,3831,Motor Vehicle Accident Response,E18,23-03-2018 09:30,2018,3,Friday,JEWETT ST
I182021676,1001,Counterfeiting,E18,23-03-2018 10:18,2018,3,Friday,RIVER ST
I182021675,2647,Other,C6,19-03-2018 11:45,2018,3,Monday,G ST
I182021675,3115,Investigate Person,C6,19-03-2018 11:45,2018,3,Monday,G ST
I182021674,727,Auto Theft,E5,6/3/2018 0:00,2018,3,Tuesday,VFW PKWY
I182021673,617,Larceny,A1,21-03-2018 17:00,2018,3,Wednesday,WINTER ST
I182021672,351,Robbery,D14,23-03-2018 09:48,2018,3,Friday,MARKET ST
I182021671,2900,Other,B2,23-03-2018 09:21,2018,3,Friday,COLUMBIA RD
I182021669,2003,Offenses Against Child / Family,C11,20-03-2018 15:30,2018,3,Tuesday,LEROY ST
